N,P,K,temperature,humidity,ph,rainfall,label
24.4,125.5,198.6,23.3,85.7,5.8,74.4,grapes
25.0,122.8,205.8,9.6,80.7,5.9,80.4,grapes
25.2,142.4,202.6,39.2,82.7,5.8,77.6,grapes
31.8,142.5,202.1,33.8,83.8,6.0,66.0,grapes
31.3,132.1,205.0,13.0,82.4,5.7,67.8,grapes
27.9,137.4,199.2,26.1,83.0,5.4,66.9,grapes
36.2,131.4,194.2,14.6,83.4,6.0,70.7,grapes
38.6,127.8,200.0,15.9,86.4,6.5,69.4,grapes
21.6,129.3,199.8,22.5,82.3,5.6,68.8,grapes
42.1,133.5,194.4,33.4,81.3,5.7,66.5,grapes
29.5,129.8,198.9,10.7,81.6,6.5,71.1,grapes
34.9,133.7,191.4,34.2,81.4,5.7,66.7,grapes
33.6,138.8,199.9,20.5,79.8,5.6,71.8,grapes
34.5,142.1,201.9,14.8,81.9,6.0,88.3,grapes
39.1,131.1,197.3,21.6,84.8,6.4,71.8,grapes
25.3,135.6,200.5,28.8,81.6,6.4,68.5,grapes
30.3,133.3,198.4,39.2,83.5,5.7,68.1,grapes
36.2,127.4,195.1,35.5,81.2,6.3,72.1,grapes
33.5,120.2,196.5,31.5,81.7,6.7,65.2,grapes
20.1,123.9,202.7,11.6,81.5,5.8,74.1,grapes
29.4,136.8,205.6,35.2,82.5,6.6,69.8,grapes
25.6,145.2,205.8,36.5,82.3,5.9,63.5,grapes
25.7,142.6,198.2,39.8,81.7,6.5,70.1,grapes
94.9,19.5,50.4,25.6,87.8,7.0,44.3,watermelon
96.4,24.4,53.4,25.7,87.9,6.7,48.1,watermelon
97.3,17.3,55.3,25.0,81.7,6.0,65.8,watermelon
116.7,29.5,48.5,25.2,89.4,6.1,52.8,watermelon
111.7,20.0,50.9,23.6,88.8,7.0,44.2,watermelon
106.9,19.0,43.3,28.0,83.3,7.0,51.8,watermelon
115.8,24.1,43.7,24.5,87.1,6.9,46.8,watermelon
86.0,14.3,54.9,26.9,82.3,6.8,53.7,watermelon
101.4,21.6,45.3,25.0,89.7,6.2,52.9,watermelon
101.4,28.1,48.7,26.0,89.7,6.3,39.2,watermelon
91.5,13.0,51.9,27.0,87.0,6.3,54.2,watermelon
103.8,24.7,50.7,26.3,84.0,6.9,45.4,watermelon
83.6,18.8,50.8,24.1,81.9,6.8,62.4,watermelon
92.6,28.8,46.7,27.1,92.0,6.7,48.5,watermelon
115.8,16.8,56.8,25.4,88.6,7.0,41.9,watermelon
115.5,16.3,52.7,24.5,80.9,7.0,52.6,watermelon
107.8,12.0,52.3,24.3,89.2,6.1,47.1,watermelon
83.1,11.7,47.0,26.9,85.4,6.1,56.5,watermelon
102.0,25.5,45.9,26.3,82.7,6.1,45.6,watermelon
85.4,26.9,48.8,26.7,88.9,7.0,42.3,watermelon
107.2,18.8,57.0,25.0,82.6,6.4,61.2,watermelon
96.2,14.3,48.1,24.1,80.1,6.2,49.6,watermelon
115.2,30.5,48.1,26.5,86.2,6.4,58.1,watermelon
104.1,23.5,49.5,24.4,84.4,6.2,40.7,watermelon
105.2,23.8,45.3,25.6,85.6,6.9,43.7,watermelon
110.8,28.9,50.9,25.6,80.6,7.0,60.6,watermelon
97.6,26.5,49.7,26.0,85.8,6.1,50.1,watermelon
84.7,28.6,51.0,24.0,84.7,6.1,37.7,watermelon
100.0,18.1,52.4,24.7,89.5,6.2,45.6,watermelon
103.9,14.8,51.1,24.5,85.4,6.7,48.3,watermelon
106.5,26.5,51.2,27.3,83.7,6.3,58.0,watermelon
89.8,26.1,48.2,24.0,87.3,6.9,40.9,watermelon
108.3,12.3,48.8,26.0,81.9,6.9,45.2,watermelon
109.0,29.2,53.3,26.8,81.3,6.4,46.3,watermelon
92.6,30.0,48.4,25.4,79.9,6.1,51.6,watermelon
94.2,18.9,47.9,26.4,88.1,6.1,64.0,watermelon
122.6,28.1,48.3,24.7,80.3,6.8,56.4,watermelon
116.2,19.8,49.0,24.7,88.7,6.5,53.4,watermelon
98.7,24.3,50.6,26.2,88.7,6.1,51.5,watermelon
114.7,18.8,45.3,25.7,85.7,6.7,47.5,watermelon
82.9,21.2,48.6,27.4,81.4,6.6,56.4,watermelon
79.5,21.8,43.8,26.7,81.9,6.7,63.5,watermelon
80.1,30.0,54.0,25.1,90.2,6.6,47.6,watermelon
88.5,17.5,53.5,25.0,82.7,6.9,52.4,watermelon
93.7,22.7,47.9,23.5,86.3,6.7,62.6,watermelon
108.6,13.1,47.2,25.1,88.7,6.8,55.1,watermelon
93.2,16.9,45.6,26.6,83.5,6.3,38.5,watermelon
84.5,12.9,55.0,26.0,87.1,6.6,62.9,watermelon
86.6,13.8,54.3,25.9,86.1,6.8,50.0,watermelon
96.0,14.3,43.9,25.6,82.9,6.2,46.2,watermelon
99.7,21.4,54.6,26.8,86.1,6.5,49.4,watermelon
88.0,14.2,47.9,26.1,79.9,6.3,52.2,watermelon
98.6,10.8,50.3,26.5,84.6,6.6,42.7,watermelon
105.9,22.5,43.1,26.8,89.6,6.9,44.8,watermelon
81.9,28.8,51.3,26.3,81.2,6.4,42.5,watermelon
87.7,30.8,48.9,26.5,90.2,6.9,46.7,watermelon
88.0,21.0,46.4,26.1,87.2,6.0,46.5,watermelon
94.6,11.1,49.9,26.2,86.6,6.5,40.3,watermelon
109.3,12.3,44.4,26.5,86.9,6.7,39.6,watermelon
117.9,19.8,55.1,24.8,86.9,6.9,47.8,watermelon
113.3,10.3,51.5,25.0,87.3,6.5,40.9,watermelon
103.0,23.4,46.5,26.5,90.0,6.3,50.8,watermelon
87.6,17.9,46.1,24.7,82.1,6.2,49.5,watermelon
95.4,22.8,51.4,26.8,86.3,6.3,50.3,watermelon
116.7,10.6,52.7,26.3,88.9,6.0,42.8,watermelon
117.2,27.5,46.2,25.0,81.8,5.9,34.9,watermelon
102.5,22.2,53.8,24.8,83.2,6.5,51.0,watermelon
90.1,13.9,47.0,25.2,84.2,6.8,58.9,watermelon
81.1,10.7,53.3,26.3,81.5,6.3,54.8,watermelon
121.9,20.4,46.7,25.6,85.7,6.5,37.0,watermelon
107.5,19.0,52.2,25.5,87.3,6.2,61.0,watermelon
111.2,11.7,45.4,27.5,86.0,6.2,49.9,watermelon
104.9,10.0,55.3,26.6,86.3,6.8,50.2,watermelon
90.9,10.9,49.7,26.7,82.9,6.5,55.2,watermelon
85.4,18.2,56.2,26.4,85.9,7.0,57.5,watermelon
121.5,8.5,50.5,26.4,88.4,6.8,56.1,watermelon
118.4,15.4,54.0,25.1,84.3,7.0,52.2,watermelon
104.1,20.6,44.9,25.7,87.0,6.9,37.0,watermelon
100.2,21.9,51.7,26.8,90.4,6.2,54.4,watermelon
98.1,31.1,47.5,25.1,81.9,6.7,60.1,watermelon
85.6,31.4,54.8,25.4,85.4,6.7,62.5,watermelon
84.7,12.9,51.0,25.4,88.3,6.3,59.2,watermelon
91.2,17.4,51.9,26.2,81.1,6.3,60.7,watermelon
104.1,18.3,49.7,25.3,86.0,6.4,52.3,watermelon
117.6,25.6,51.6,26.3,80.2,6.5,50.9,watermelon
115.0,19.1,53.0,26.9,81.5,6.2,50.8,watermelon
113.3,15.9,46.5,24.2,86.4,6.4,36.6,watermelon
102.2,29.8,50.7,27.6,85.0,6.4,50.5,watermelon
96.7,28.9,45.0,25.5,81.5,6.0,48.7,watermelon
84.4,23.1,51.9,26.0,82.6,6.8,47.8,watermelon
87.5,21.7,49.3,24.2,81.1,6.2,50.7,watermelon
97.6,18.0,51.6,27.1,90.4,6.1,61.7,watermelon
115.4,7.9,46.9,26.4,82.3,6.9,58.1,watermelon
90.2,30.3,47.2,25.9,80.5,7.0,51.5,watermelon
82.6,24.7,51.2,24.2,89.0,6.9,59.7,watermelon
119.1,25.2,56.2,26.7,82.1,7.0,56.4,watermelon
114.4,18.6,46.1,25.0,81.6,6.6,41.7,watermelon
113.2,18.3,51.3,26.1,88.2,6.2,44.8,watermelon
112.8,12.4,51.8,26.6,85.8,6.9,54.9,watermelon
108.4,29.0,50.8,24.8,81.0,6.0,52.9,watermelon
84.7,12.9,51.2,27.7,95.4,6.5,23.3,muskmelon
116.9,20.8,53.3,27.3,94.6,6.2,17.1,muskmelon
110.5,16.2,51.8,26.9,93.8,6.1,21.5,muskmelon
87.8,21.4,50.5,28.9,90.8,6.9,34.8,muskmelon
81.3,12.9,45.5,28.0,92.8,6.2,19.5,muskmelon
115.9,25.0,51.4,27.7,91.4,6.1,29.1,muskmelon
96.2,22.9,48.1,29.2,93.4,6.3,29.2,muskmelon
106.4,22.3,51.8,28.1,91.4,6.6,19.0,muskmelon
112.0,22.5,56.2,29.1,94.1,6.6,27.8,muskmelon
119.8,27.4,42.5,27.3,94.0,6.5,25.7,muskmelon
97.8,30.1,47.1,28.9,92.0,6.3,28.6,muskmelon
107.5,21.7,52.0,29.6,95.2,6.3,21.3,muskmelon
114.3,24.1,57.2,27.4,93.3,6.4,23.3,muskmelon
102.3,28.4,52.4,27.3,94.6,6.3,27.8,muskmelon
92.9,24.1,50.4,28.6,91.6,6.4,22.3,muskmelon
120.7,19.9,42.4,29.1,93.9,6.5,36.8,muskmelon
113.1,21.3,52.7,27.4,94.8,6.1,34.8,muskmelon
93.2,23.4,50.1,28.3,89.8,6.2,21.6,muskmelon
110.1,16.4,49.0,27.3,92.9,6.3,38.3,muskmelon
107.5,28.4,52.3,27.4,93.8,6.0,31.6,muskmelon
96.1,23.2,54.4,27.3,92.0,6.2,29.5,muskmelon
119.6,26.5,55.0,27.1,95.3,6.2,34.5,muskmelon
112.8,13.2,45.4,27.7,94.4,6.2,27.9,muskmelon
99.6,23.4,51.3,27.6,90.2,6.4,16.2,muskmelon
109.7,12.5,45.8,27.6,92.8,6.6,26.0,muskmelon
90.3,27.5,56.5,27.7,95.3,6.7,20.2,muskmelon
98.5,13.7,56.1,28.6,94.1,6.5,21.8,muskmelon
84.3,17.4,51.9,28.1,93.2,6.7,24.6,muskmelon
111.9,26.5,54.6,29.2,91.3,6.3,8.6,muskmelon
102.3,19.5,51.7,27.7,95.4,6.1,31.3,muskmelon
91.5,19.4,47.5,28.6,90.8,6.0,31.3,muskmelon
114.7,29.1,46.0,28.7,90.6,6.1,33.9,muskmelon
104.9,21.7,48.5,27.1,92.1,6.5,27.4,muskmelon
102.3,25.7,53.4,27.7,95.9,6.6,38.6,muskmelon
120.9,14.2,54.2,27.6,94.3,6.1,22.6,muskmelon
107.0,27.5,56.2,28.5,91.0,6.8,21.9,muskmelon
118.8,25.8,51.2,27.3,93.0,6.4,27.5,muskmelon
116.4,12.0,49.5,26.8,93.9,6.3,27.0,muskmelon
92.7,22.8,48.9,27.5,90.8,6.2,23.7,muskmelon
112.5,8.5,50.0,28.9,95.6,6.7,22.5,muskmelon
107.9,12.7,48.6,28.4,89.7,6.0,30.4,muskmelon
90.8,19.3,48.5,28.3,94.1,6.2,29.1,muskmelon
88.0,17.3,49.6,27.7,90.8,6.5,25.2,muskmelon
89.9,11.5,52.2,28.2,94.6,6.8,23.7,muskmelon
101.1,16.2,49.2,27.6,92.1,6.3,21.9,muskmelon
85.6,16.4,52.4,27.2,89.2,6.7,19.6,muskmelon
96.0,27.7,52.9,28.5,94.3,5.9,29.4,muskmelon
99.9,24.6,53.3,27.4,93.1,6.6,20.2,muskmelon
109.4,20.9,54.6,28.2,91.1,6.7,29.9,muskmelon
104.3,26.7,49.9,27.0,91.4,6.4,20.0,muskmelon
116.2,27.2,48.4,28.0,91.1,6.4,36.4,muskmelon
99.0,24.1,52.3,27.0,90.6,6.9,24.1,muskmelon
112.0,29.2,49.3,27.8,94.3,6.3,32.2,muskmelon
96.8,19.6,46.2,27.7,90.5,6.2,20.1,muskmelon
89.8,11.7,50.0,27.9,93.9,6.2,22.9,muskmelon
117.6,18.1,48.4,28.2,89.9,6.5,26.5,muskmelon
95.5,13.9,47.0,27.4,90.9,6.1,30.9,muskmelon
91.8,18.2,56.3,28.4,92.2,6.6,23.0,muskmelon
117.2,27.4,47.3,26.9,93.4,6.1,25.7,muskmelon
84.5,20.5,46.3,27.7,94.2,6.2,22.1,muskmelon
114.1,19.8,56.6,27.4,95.1,6.0,20.1,muskmelon
90.7,16.5,49.5,28.9,92.0,6.0,22.9,muskmelon
86.8,24.1,52.3,27.1,90.0,6.2,34.1,muskmelon
99.6,20.1,51.8,28.9,94.6,6.4,25.8,muskmelon
117.4,14.5,47.1,27.6,89.9,6.4,13.4,muskmelon
81.3,9.9,55.1,27.0,93.2,6.1,28.1,muskmelon
115.6,28.5,54.2,27.6,94.8,6.6,24.5,muskmelon
93.4,19.5,47.6,28.1,92.5,6.5,31.6,muskmelon
87.2,27.7,52.3,29.1,90.4,6.2,27.2,muskmelon
116.8,9.1,47.1,29.6,90.3,6.3,25.2,muskmelon
83.0,26.7,55.0,28.2,93.8,6.1,26.6,muskmelon
110.6,16.3,48.7,26.8,89.7,6.7,21.1,muskmelon
99.9,21.1,47.9,27.5,94.0,6.9,20.6,muskmelon
90.9,27.3,54.6,29.0,91.0,6.7,25.5,muskmelon
111.6,26.0,46.8,28.6,90.2,5.9,34.9,muskmelon
90.1,21.6,55.4,30.1,91.4,6.2,26.2,muskmelon
82.0,24.1,52.4,28.1,96.1,6.2,21.5,muskmelon
105.2,19.2,45.9,28.8,95.6,6.3,24.2,muskmelon
105.1,19.7,56.2,28.8,93.0,6.3,31.1,muskmelon
81.4,20.7,47.8,27.7,92.3,6.0,23.2,muskmelon
99.6,25.5,47.7,28.2,93.2,6.5,25.8,muskmelon
114.6,9.9,48.9,28.3,91.7,6.4,34.8,muskmelon
99.4,17.4,50.9,27.8,93.3,6.2,19.4,muskmelon
97.7,32.1,47.7,28.2,90.6,6.4,41.3,muskmelon
91.7,19.5,49.2,28.9,92.5,6.8,27.0,muskmelon
97.7,17.9,45.3,28.4,90.7,6.0,27.0,muskmelon
95.3,26.7,55.0,28.5,94.9,6.2,31.2,muskmelon
118.2,12.3,52.0,28.9,95.3,6.6,15.9,muskmelon
104.6,26.3,44.3,27.8,92.7,6.2,27.3,muskmelon
113.5,28.2,55.9,27.5,90.0,6.2,23.3,muskmelon
114.5,12.8,47.9,27.0,90.4,6.5,33.3,muskmelon
93.0,16.0,45.5,28.7,90.7,6.6,25.3,muskmelon
111.6,31.1,49.2,28.0,88.9,6.4,19.3,muskmelon
99.7,22.5,50.8,26.8,94.6,6.4,18.1,muskmelon
98.5,31.8,46.6,27.8,92.9,6.7,31.4,muskmelon
108.0,25.1,46.4,27.9,92.8,6.3,26.9,muskmelon
115.0,17.9,48.9,27.9,92.9,6.7,25.9,muskmelon
89.8,24.3,48.4,26.8,92.9,6.8,23.5,muskmelon
95.5,24.7,49.2,29.5,90.5,6.2,31.8,muskmelon
96.3,21.4,47.6,28.7,96.8,6.5,19.4,muskmelon
26.3,140.0,202.3,21.1,91.2,6.2,118.0,apple
35.1,130.5,195.9,21.3,93.9,5.6,101.4,apple
13.0,143.0,199.1,24.1,93.4,6.0,125.0,apple
7.5,140.8,195.8,22.5,92.2,5.7,104.1,apple
35.9,137.0,196.6,24.4,94.3,6.1,98.3,apple
22.9,126.6,197.8,21.5,92.7,5.9,116.9,apple
6.2,128.9,198.1,23.1,91.1,5.7,100.8,apple
9.3,131.4,200.6,22.5,90.6,5.7,109.2,apple
0.8,121.9,199.7,22.3,92.7,5.9,90.7,apple
12.0,124.2,191.6,21.5,91.0,6.2,118.4,apple
25.2,138.6,197.3,22.4,94.8,5.5,120.1,apple
4.9,141.7,196.0,20.9,94.7,5.5,109.8,apple
31.0,146.4,198.8,22.2,88.6,6.4,126.8,apple
11.4,130.3,199.3,23.1,94.1,6.0,117.5,apple
17.3,144.0,197.4,22.0,94.3,6.2,114.3,apple
10.7,127.2,193.9,21.5,90.3,5.8,110.9,apple
23.2,121.4,204.9,23.8,94.1,6.4,104.1,apple
26.1,130.7,203.5,21.6,93.7,6.0,110.9,apple
42.2,131.7,195.1,23.7,89.8,6.1,115.7,apple
11.2,146.0,199.3,23.5,94.6,6.0,112.3,apple
9.2,124.2,199.5,22.9,89.8,5.6,121.0,apple
35.0,130.2,207.9,22.9,91.7,6.5,103.5,apple
18.8,131.9,202.6,21.7,93.6,5.6,109.5,apple
9.8,125.1,200.5,22.8,91.4,5.6,114.1,apple
32.7,130.5,198.8,23.3,94.3,5.5,112.5,apple
21.1,142.2,198.1,21.9,90.3,6.2,120.8,apple
8.8,141.4,202.4,21.5,92.2,6.1,109.5,apple
19.3,138.2,199.0,24.3,91.6,6.5,109.5,apple
6.2,143.7,203.3,21.9,95.0,5.8,121.8,apple
15.7,121.8,202.5,22.2,95.0,6.1,120.5,apple
27.7,125.1,195.4,23.6,93.9,6.3,119.7,apple
10.7,140.8,199.1,23.4,91.0,6.5,119.7,apple
30.2,128.7,197.7,22.0,91.9,6.0,106.7,apple
21.8,118.2,194.1,21.2,93.7,6.0,105.9,apple
8.9,116.5,203.7,23.4,89.4,6.3,115.7,apple
26.2,132.7,202.2,22.9,91.0,5.9,121.6,apple
8.0,145.5,200.3,23.1,91.2,6.2,107.0,apple
36.0,144.6,201.4,21.4,92.2,6.0,116.4,apple
35.8,142.0,202.4,21.4,90.7,6.4,109.6,apple
22.1,123.0,205.7,20.7,95.0,6.0,101.5,apple
1.8,129.8,202.3,22.3,92.6,6.3,118.7,apple
36.9,143.2,196.4,22.7,94.9,5.6,98.5,apple
15.2,138.4,198.2,23.2,92.9,6.3,104.9,apple
33.3,132.8,197.8,21.6,90.5,6.0,109.1,apple
24.2,137.3,196.6,22.2,89.8,6.5,103.7,apple
6.2,143.4,204.0,22.0,91.9,5.8,121.2,apple
1.0,133.4,199.6,21.7,92.8,5.6,109.9,apple
11.1,143.0,195.9,22.8,95.1,5.9,103.1,apple
15.7,129.5,196.6,21.7,93.0,6.6,117.3,apple
11.3,132.1,204.6,21.0,91.2,6.2,111.8,apple
33.1,144.1,205.1,22.9,94.5,6.4,112.0,apple
8.6,129.5,202.8,22.6,91.2,6.0,100.3,apple
27.6,118.5,200.1,22.1,93.6,5.8,107.2,apple
26.5,122.4,207.2,22.3,89.4,6.1,107.2,apple
2.8,129.1,201.1,23.3,89.8,6.6,107.5,apple
5.6,123.2,201.4,24.1,93.6,6.1,106.8,apple
16.6,126.6,198.9,22.0,94.5,6.5,116.9,apple
39.6,141.2,200.6,21.2,93.2,6.4,112.2,apple
15.5,120.4,202.5,21.3,91.7,6.0,125.5,apple
7.6,137.3,206.9,22.1,92.8,5.6,98.8,apple
1.0,142.1,196.3,22.0,94.0,6.0,115.7,apple
31.0,127.0,201.4,21.5,91.7,6.5,95.5,apple
27.9,127.9,202.2,20.8,96.4,6.2,98.6,apple
16.6,132.2,195.7,23.2,90.9,6.4,97.5,apple
25.3,131.4,201.9,22.7,93.9,6.5,91.2,apple
21.1,134.6,199.5,21.1,93.4,6.2,102.5,apple
5.0,141.8,198.4,21.2,93.4,6.3,98.3,apple
39.7,127.5,199.0,21.6,89.4,6.3,126.7,apple
24.9,130.1,199.4,22.6,94.3,5.8,128.9,apple
35.1,136.2,203.4,22.1,89.0,6.6,102.6,apple
4.0,133.6,205.0,21.8,90.0,6.2,104.1,apple
24.4,132.9,200.1,23.4,92.5,5.4,110.8,apple
20.0,131.8,204.8,20.3,91.9,5.7,110.3,apple
33.3,138.2,197.1,24.1,91.3,6.3,109.6,apple
39.2,142.0,208.3,22.5,92.5,5.8,111.4,apple
33.2,135.0,204.5,22.9,94.4,5.7,101.0,apple
21.0,135.0,195.6,21.2,91.6,6.5,115.0,apple
2.6,132.2,203.0,21.3,93.6,6.0,129.7,apple
0.0,142.5,196.6,22.3,94.3,6.5,119.4,apple
26.4,128.5,199.5,23.4,91.9,6.6,115.5,apple
39.3,140.8,206.4,22.4,93.9,6.3,113.1,apple
39.3,126.9,197.1,21.6,93.4,6.2,101.1,apple
21.0,127.8,199.1,21.8,90.6,5.6,112.2,apple
21.8,143.4,203.7,22.8,94.3,6.4,106.5,apple
6.2,132.3,199.4,22.3,92.7,5.7,101.7,apple
9.6,139.3,202.2,21.9,94.5,5.6,119.5,apple
13.9,122.1,200.2,22.8,89.5,6.1,111.2,apple
30.2,132.3,199.3,22.8,92.9,5.7,105.5,apple
28.6,127.4,201.9,22.4,93.7,5.7,120.4,apple
32.7,133.1,197.5,23.2,91.7,5.6,111.4,apple
2.1,128.9,200.4,21.3,89.8,6.2,105.5,apple
19.3,141.1,207.4,22.0,95.4,5.9,99.4,apple
11.3,139.9,202.1,21.8,88.6,5.8,106.3,apple
35.2,140.4,200.8,22.5,94.3,5.6,108.4,apple
0.7,128.6,204.3,22.0,93.1,5.9,110.4,apple
16.0,137.5,203.7,22.3,93.6,6.1,119.8,apple
16.6,130.5,206.1,20.8,92.2,6.5,121.7,apple
23.9,130.0,198.5,22.8,90.6,5.7,120.5,apple
15.5,125.7,201.4,23.5,92.0,5.8,118.0,apple
32.6,125.4,203.6,22.0,91.7,5.9,104.1,apple
18.8,30.1,5.5,27.5,91.5,7.0,117.2,orange
30.5,24.0,7.6,26.3,89.4,6.1,113.4,orange
28.3,15.0,11.1,31.3,91.9,6.7,111.0,orange
31.3,18.0,10.1,28.0,94.9,7.4,118.3,orange
17.5,26.7,9.4,15.6,94.2,6.8,121.3,orange
17.9,14.1,7.6,18.2,92.8,7.1,109.6,orange
14.9,10.3,10.9,27.8,92.6,6.8,121.8,orange
30.1,25.3,13.0,19.9,92.9,7.6,117.2,orange
21.0,6.5,6.0,15.7,93.1,7.1,103.4,orange
17.7,28.7,11.7,15.8,92.7,7.0,104.6,orange
28.0,19.2,9.3,32.5,92.4,6.3,102.1,orange
28.0,25.7,4.0,28.8,94.0,6.5,118.7,orange
24.8,14.8,12.0,18.6,91.3,7.0,110.3,orange
19.9,28.5,14.2,27.8,93.4,7.2,101.1,orange
23.0,25.8,3.6,29.9,89.7,7.9,109.3,orange
17.9,12.5,14.2,19.5,91.9,7.3,111.8,orange
20.4,18.0,7.4,16.9,92.9,6.5,108.1,orange
28.5,25.2,13.6,21.0,93.9,6.5,102.3,orange
39.2,15.5,11.2,21.8,94.5,7.0,101.1,orange
26.2,22.7,11.8,32.4,93.2,7.0,112.3,orange
31.5,17.0,16.6,15.9,92.1,7.0,106.5,orange
34.3,15.6,8.2,33.3,89.3,7.7,104.2,orange
37.5,11.7,11.2,14.2,93.8,6.9,108.1,orange
28.8,22.2,13.1,22.8,90.2,6.4,125.7,orange
21.6,26.5,13.4,20.3,94.2,7.6,112.9,orange
30.1,14.4,8.4,34.8,91.9,6.0,121.5,orange
15.1,15.2,13.8,30.0,93.1,6.2,104.9,orange
30.3,25.5,16.7,18.3,89.7,6.9,108.7,orange
18.6,21.5,9.0,26.6,92.4,6.8,122.0,orange
38.6,28.0,10.3,16.2,90.2,6.8,115.1,orange
35.5,18.8,4.2,34.6,91.5,6.7,111.9,orange
38.6,25.1,11.6,16.8,92.3,7.9,107.5,orange
18.1,23.7,12.5,20.4,91.9,7.6,112.4,orange
21.9,20.3,8.3,26.6,90.5,6.3,106.0,orange
24.8,29.3,10.1,30.6,90.7,6.7,104.1,orange
30.9,18.9,14.9,18.3,92.2,7.1,100.6,orange
15.6,18.8,12.6,31.8,93.5,6.8,113.9,orange
16.8,11.2,7.2,14.5,91.1,6.6,126.7,orange
27.3,32.9,7.5,31.2,93.1,6.1,103.8,orange
29.7,26.2,13.9,13.9,91.2,7.4,98.2,orange
19.5,24.8,10.8,17.7,92.8,7.2,113.8,orange
19.7,24.4,7.3,18.4,92.0,7.8,100.9,orange
20.5,9.8,20.4,21.6,91.4,6.5,115.9,orange
20.3,10.7,10.9,22.3,91.9,7.2,118.7,orange
33.5,15.4,12.0,23.3,93.4,7.5,104.7,orange
32.3,26.8,8.6,30.6,91.4,7.2,116.1,orange
30.9,9.1,10.7,19.7,93.5,6.9,108.4,orange
19.5,30.1,8.3,31.6,95.1,7.9,115.9,orange
15.2,18.7,12.2,27.8,93.7,6.8,121.2,orange
22.1,24.6,13.3,24.6,91.8,6.3,98.9,orange
30.0,27.7,11.4,21.1,91.1,7.2,107.9,orange
23.8,24.7,14.5,25.8,91.8,6.8,99.0,orange
20.3,22.7,16.4,34.7,94.0,7.6,93.8,orange
21.1,23.6,9.3,17.9,90.5,6.6,113.0,orange
37.3,24.3,7.7,16.6,91.1,7.1,110.3,orange
19.6,12.2,7.7,23.3,92.0,6.7,106.1,orange
21.7,9.9,9.9,31.3,95.1,6.8,101.4,orange
16.1,28.8,14.7,27.5,91.4,7.1,121.7,orange
30.4,23.1,12.7,27.9,92.8,6.2,100.2,orange
37.8,13.7,9.5,29.9,94.0,6.0,100.1,orange
24.1,21.3,12.1,15.2,91.4,7.9,110.2,orange
29.6,9.9,10.2,22.9,90.3,6.4,111.6,orange
24.7,15.4,11.4,29.6,94.2,6.5,106.7,orange
28.0,19.1,10.6,31.6,92.2,7.6,117.5,orange
27.8,11.7,9.0,26.6,88.5,7.4,106.9,orange
41.9,30.4,8.6,16.1,94.7,6.3,108.8,orange
33.8,14.9,11.1,28.7,94.9,6.7,121.6,orange
19.3,25.1,5.5,28.4,93.3,5.9,111.4,orange
30.4,28.3,12.9,27.1,90.4,6.5,125.3,orange
24.9,23.8,4.6,32.6,93.0,7.9,110.5,orange
15.1,15.4,15.3,23.0,95.6,6.3,109.5,orange
29.0,24.6,9.5,15.7,90.3,7.6,105.7,orange
35.4,12.3,14.5,27.1,94.8,6.1,106.0,orange
37.7,30.7,12.2,19.5,93.6,6.4,107.0,orange
33.6,15.1,15.5,26.9,93.1,7.3,110.2,orange
15.9,24.1,10.2,19.8,94.8,7.9,104.6,orange
26.3,11.8,8.1,19.6,93.3,8.0,103.0,orange
33.6,7.4,11.0,33.6,92.0,7.0,127.3,orange
34.3,22.5,11.6,26.6,93.0,6.2,109.3,orange
37.9,18.7,8.7,21.1,90.7,7.3,111.3,orange
31.3,27.3,10.4,26.5,92.1,7.3,109.3,orange
41.4,20.7,7.3,28.9,90.1,6.5,108.4,orange
31.2,22.1,5.9,14.6,95.4,7.6,125.0,orange
38.5,12.0,11.1,26.1,89.6,7.6,101.1,orange
19.3,22.2,16.7,21.9,92.3,7.5,103.2,orange
18.0,18.2,8.3,18.2,92.6,6.8,115.5,orange
22.1,13.3,10.0,17.9,94.6,7.3,108.4,orange
21.5,20.0,12.5,24.6,92.9,6.8,102.1,orange
15.7,16.9,11.4,22.1,89.9,6.9,118.3,orange
33.3,21.7,9.0,31.2,91.5,6.6,93.2,orange
23.5,22.6,13.7,13.6,91.5,7.7,108.5,orange
21.7,11.4,7.9,27.0,92.8,6.5,120.9,orange
24.2,18.5,7.9,20.9,94.2,7.3,118.3,orange
41.2,16.7,11.4,15.4,91.1,7.5,105.0,orange
35.0,19.4,9.0,15.5,94.4,6.1,119.1,orange
32.3,13.4,7.2,34.1,93.9,6.3,120.0,orange
24.5,12.0,7.5,23.9,91.5,7.8,106.7,orange
28.8,27.2,13.0,26.2,89.8,7.4,96.2,orange
24.8,23.8,10.5,23.0,95.0,6.9,104.2,orange
26.0,22.4,10.1,34.1,93.2,6.2,98.8,orange
44.9,64.4,40.6,30.0,93.5,6.6,89.5,papaya
56.2,60.2,52.0,43.0,92.2,6.9,79.3,papaya
45.2,58.5,51.9,37.0,95.1,6.7,85.1,papaya
59.4,58.6,42.0,33.5,91.0,7.1,158.4,papaya
53.3,67.8,49.8,36.4,92.3,6.9,189.1,papaya
56.1,53.7,54.1,39.0,91.6,6.5,204.5,papaya
34.1,68.5,48.9,31.4,95.1,6.6,201.7,papaya
57.4,55.5,49.4,23.6,90.7,6.8,45.5,papaya
50.2,66.8,52.0,42.2,93.4,6.6,47.1,papaya
39.6,54.3,48.7,33.3,92.8,6.5,90.9,papaya
